state_id,state_code,epi_year,epi_week,week_start_date,cases_t1,cases_t2,cases_t4,cases_rolling4w_mean,cases_rolling8w_mean,cases_log1p,rainfall_t2_mm,rainfall_t4_mm,temp_mean_t1_c,reservoir_risk_index,is_border_state,neighbour_cases_t1,target_outbreak_4w,target_cases_4w,is_complete
1,AB,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.0000,0,0,0,0,0
2,AD,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.2776,1,0,0,0,0
3,AK,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.1909,0,0,0,0,0
4,AN,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.0000,0,0,0,0,0
5,BA,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.2776,0,0,0,0,0
6,BY,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.4387,0,0,0,0,0
7,BE,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.1387,0,0,0,0,0
8,BO,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.4163,1,0,0,0,0
9,CR,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.1043,1,0,0,0,0
10,DE,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.2598,0,0,0,0,0
11,EB,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.0000,0,0,0,0,0
12,ED,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.6149,0,0,0,0,0
13,EK,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.5815,0,0,0,0,0
14,EN,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.0000,0,0,0,0,0
15,GO,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.1387,0,0,0,0,0
16,IM,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.0000,0,0,0,0,0
17,JI,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.2199,1,0,0,0,0
18,KD,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.1387,0,0,0,0,0
19,KN,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.1387,0,0,0,0,0
20,KT,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.0000,1,0,0,0,0
21,KE,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.2776,1,0,0,0,0
22,KO,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.3040,0,0,0,0,0
23,KW,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.0000,0,0,0,0,0
24,LA,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.1909,0,0,0,0,0
25,NA,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.0000,0,0,0,0,0
26,NI,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.4610,0,0,0,0,0
27,OG,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.0521,0,0,0,0,0
28,ON,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.2598,0,0,0,0,0
29,OS,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.1387,0,0,0,0,0
30,OY,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.1043,0,0,0,0,0
31,PL,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.9479,0,0,0,0,0
32,RI,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.4083,0,0,0,0,0
33,SO,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.0000,1,0,0,0,0
34,TA,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.0000,1,0,0,0,0
35,YO,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.0000,1,0,0,0,0
36,ZA,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.0000,0,0,0,0,0
37,FC,2017,1,2017-01-02,0,0,0,0.00,0.00,0.0000,,,,0.0000,0,0,0,0,0
1,AB,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,28.51,0.0000,0,0,0,0,0
2,AD,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,26.89,0.2776,1,0,0,0,0
3,AK,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,27.14,0.1909,0,0,0,0,0
4,AN,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,29.01,0.0000,0,0,0,0,0
5,BA,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,21.29,0.2776,0,0,0,0,0
6,BY,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,27.01,0.4387,0,0,0,0,0
7,BE,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,27.91,0.1387,0,0,0,0,0
8,BO,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,22.11,0.4163,1,0,0,0,0
9,CR,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,27.29,0.1043,1,0,0,0,0
10,DE,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,27.53,0.2598,0,0,0,0,0
11,EB,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,29.11,0.0000,0,0,0,0,0
12,ED,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,27.50,0.6149,0,0,0,0,0
13,EK,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,27.40,0.5815,0,0,0,0,0
14,EN,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,27.99,0.0000,0,0,0,0,0
15,GO,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,22.76,0.1387,0,0,0,0,0
16,IM,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,28.13,0.0000,0,0,0,0,0
17,JI,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,20.96,0.2199,1,0,0,0,0
18,KD,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,22.03,0.1387,0,0,0,0,0
19,KN,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,20.36,0.1387,0,0,0,0,0
20,KT,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,19.84,0.0000,1,0,0,0,0
21,KE,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,24.51,0.2776,1,0,0,0,0
22,KO,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,28.01,0.3040,0,0,0,0,0
23,KW,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,26.90,0.0000,0,0,0,0,0
24,LA,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,27.41,0.1909,0,0,0,0,0
25,NA,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,25.86,0.0000,0,0,0,0,0
26,NI,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,26.10,0.4610,0,0,0,0,0
27,OG,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,27.27,0.0521,0,0,0,0,0
28,ON,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,26.86,0.2598,0,0,0,0,0
29,OS,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,26.66,0.1387,0,0,0,0,0
30,OY,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,27.46,0.1043,0,0,0,0,0
31,PL,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,26.31,0.9479,0,0,0,0,0
32,RI,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,27.63,0.4083,0,0,0,0,0
33,SO,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,23.46,0.0000,1,0,0,0,0
34,TA,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,27.79,0.0000,1,0,0,0,0
35,YO,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,21.64,0.0000,1,0,0,0,0
36,ZA,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,22.74,0.0000,0,0,0,0,0
37,FC,2017,2,2017-01-09,0,0,0,0.00,0.00,0.0000,,,26.50,0.0000,0,0,0,0,0
1,AB,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.10,,28.13,0.0000,0,0,0,0,1
2,AD,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,27.20,0.2776,1,0,0,0,1
3,AK,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.90,,26.93,0.1909,0,0,0,0,1
4,AN,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.10,,29.07,0.0000,0,0,0,0,1
5,BA,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,22.80,0.2776,0,0,0,0,1
6,BY,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,8.90,,27.01,0.4387,0,0,0,0,1
7,BE,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,28.19,0.1387,0,0,0,0,1
8,BO,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,22.56,0.4163,1,0,0,0,1
9,CR,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,2.70,,27.19,0.1043,1,0,0,0,1
10,DE,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.70,,27.67,0.2598,0,0,0,0,1
11,EB,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,28.86,0.0000,0,0,0,0,1
12,ED,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,27.77,0.6149,0,0,0,0,1
13,EK,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,26.87,0.5815,0,0,0,0,1
14,EN,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,27.56,0.0000,0,0,0,0,1
15,GO,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,23.74,0.1387,0,0,0,0,1
16,IM,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.40,,27.80,0.0000,0,0,0,0,1
17,JI,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,21.33,0.2199,1,0,0,0,1
18,KD,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,23.14,0.1387,0,0,0,0,1
19,KN,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,21.34,0.1387,0,0,0,0,1
20,KT,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,20.23,0.0000,1,0,0,0,1
21,KE,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,23.49,0.2776,1,0,0,0,1
22,KO,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,28.94,0.3040,0,0,0,0,1
23,KW,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,27.33,0.0000,0,0,0,0,1
24,LA,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.50,,27.91,0.1909,0,0,0,0,1
25,NA,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,27.21,0.0000,0,0,0,0,1
26,NI,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,27.13,0.4610,0,0,0,0,1
27,OG,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.10,,27.49,0.0521,0,0,0,0,1
28,ON,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,26.61,0.2598,0,0,0,0,1
29,OS,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,26.61,0.1387,0,0,0,0,1
30,OY,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,27.34,0.1043,0,0,0,0,1
31,PL,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,26.94,0.9479,0,0,0,0,1
32,RI,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,3.30,,27.66,0.4083,0,0,0,0,1
33,SO,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,23.00,0.0000,1,0,0,0,1
34,TA,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,28.63,0.0000,1,0,0,0,1
35,YO,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,22.14,0.0000,1,0,0,0,1
36,ZA,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,23.10,0.0000,0,0,0,0,1
37,FC,2017,3,2017-01-16,0,0,0,0.00,0.00,0.0000,0.00,,26.86,0.0000,0,0,0,0,1
1,AB,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,6.80,,29.01,0.0000,0,0,0,0,1
2,AD,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,29.47,0.2776,1,0,0,0,1
3,AK,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,17.20,,27.64,0.1909,0,0,0,0,1
4,AN,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.80,,30.00,0.0000,0,0,0,0,1
5,BA,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,24.83,0.2776,0,0,0,0,1
6,BY,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,19.70,,26.97,0.4387,0,0,0,0,1
7,BE,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.20,,29.99,0.1387,0,0,0,0,1
8,BO,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,25.30,0.4163,1,0,0,0,1
9,CR,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,9.90,,27.84,0.1043,1,0,0,0,1
10,DE,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,7.80,,27.74,0.2598,0,0,0,0,1
11,EB,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,4.30,,30.64,0.0000,0,0,0,0,1
12,ED,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,3.90,,28.27,0.6149,0,0,0,0,1
13,EK,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.10,,27.80,0.5815,0,0,0,0,1
14,EN,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,2.20,,28.81,0.0000,0,0,0,0,1
15,GO,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,26.50,0.1387,0,0,0,0,1
16,IM,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,5.30,,28.40,0.0000,0,0,0,0,1
17,JI,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,23.84,0.2199,1,0,0,0,1
18,KD,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,25.19,0.1387,0,0,0,0,1
19,KN,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,24.14,0.1387,0,0,0,0,1
20,KT,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,24.19,0.0000,1,0,0,0,1
21,KE,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,26.33,0.2776,1,0,0,0,1
22,KO,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.20,,30.04,0.3040,0,0,0,0,1
23,KW,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,29.16,0.0000,0,0,0,0,1
24,LA,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,1.40,,28.30,0.1909,0,0,0,0,1
25,NA,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,28.51,0.0000,0,0,0,0,1
26,NI,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,28.83,0.4610,0,0,0,0,1
27,OG,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,2.00,,27.80,0.0521,0,0,0,0,1
28,ON,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,27.54,0.2598,0,0,0,0,1
29,OS,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.10,,27.66,0.1387,0,0,0,0,1
30,OY,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.20,,28.51,0.1043,0,0,0,0,1
31,PL,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.10,,29.21,0.9479,0,0,0,0,1
32,RI,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,9.10,,27.61,0.4083,0,0,0,0,1
33,SO,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,26.49,0.0000,1,0,0,0,1
34,TA,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,30.09,0.0000,1,0,0,0,1
35,YO,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,24.94,0.0000,1,0,0,0,1
36,ZA,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,26.54,0.0000,0,0,0,0,1
37,FC,2017,4,2017-01-23,0,0,0,0.00,0.00,0.0000,0.00,,28.30,0.0000,0,0,0,0,1
1,AB,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,3.40,0.10,27.29,0.0000,0,0,0,0,1
2,AD,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,29.64,0.2776,1,0,0,0,1
3,AK,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,3.30,0.90,26.43,0.1909,0,0,0,0,1
4,AN,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.70,0.10,29.13,0.0000,0,0,0,0,1
5,BA,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,25.61,0.2776,0,0,0,0,1
6,BY,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,32.20,8.90,26.47,0.4387,0,0,0,0,1
7,BE,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,29.57,0.1387,0,0,0,0,1
8,BO,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,26.87,0.4163,1,0,0,0,1
9,CR,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,9.50,2.70,26.71,0.1043,1,0,0,0,1
10,DE,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,17.70,0.70,27.20,0.2598,0,0,0,0,1
11,EB,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,1.30,0.00,29.33,0.0000,0,0,0,0,1
12,ED,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,5.40,0.00,28.03,0.6149,0,0,0,0,1
13,EK,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.20,0.00,27.99,0.5815,0,0,0,0,1
14,EN,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.50,0.00,28.00,0.0000,0,0,0,0,1
15,GO,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,27.19,0.1387,0,0,0,0,1
16,IM,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,2.50,0.40,27.03,0.0000,0,0,0,0,1
17,JI,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,24.93,0.2199,1,0,0,0,1
18,KD,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,25.67,0.1387,0,0,0,0,1
19,KN,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,24.57,0.1387,0,0,0,0,1
20,KT,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,23.91,0.0000,1,0,0,0,1
21,KE,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,26.57,0.2776,1,0,0,0,1
22,KO,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,30.69,0.3040,0,0,0,0,1
23,KW,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,28.83,0.0000,0,0,0,0,1
24,LA,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,5.20,0.50,28.20,0.1909,0,0,0,0,1
25,NA,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,29.69,0.0000,0,0,0,0,1
26,NI,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,29.44,0.4610,0,0,0,0,1
27,OG,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,3.90,0.10,28.04,0.0521,0,0,0,0,1
28,ON,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,1.30,0.00,27.69,0.2598,0,0,0,0,1
29,OS,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,1.10,0.00,27.67,0.1387,0,0,0,0,1
30,OY,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.20,0.00,28.47,0.1043,0,0,0,0,1
31,PL,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,28.41,0.9479,0,0,0,0,1
32,RI,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,14.30,3.30,26.49,0.4083,0,0,0,0,1
33,SO,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,26.46,0.0000,1,0,0,0,1
34,TA,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,30.96,0.0000,1,0,0,0,1
35,YO,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,26.24,0.0000,1,0,0,0,1
36,ZA,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,26.27,0.0000,0,0,0,0,1
37,FC,2017,5,2017-01-30,0,0,0,0.00,0.00,0.0000,0.00,0.00,28.10,0.0000,0,0,0,0,1
1,AB,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,21.60,6.80,28.89,0.0000,0,0,0,0,1
2,AD,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,28.63,0.2776,1,0,0,0,1
3,AK,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,30.50,17.20,27.57,0.1909,0,0,0,0,1
4,AN,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,4.50,0.80,30.20,0.0000,0,0,0,0,1
5,BA,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,23.03,0.2776,0,0,0,0,1
6,BY,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,62.20,19.70,27.03,0.4387,0,0,0,0,1
7,BE,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.20,29.56,0.1387,0,0,0,0,1
8,BO,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,23.63,0.4163,1,0,0,0,1
9,CR,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,25.90,9.90,27.60,0.1043,1,0,0,0,1
10,DE,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,24.30,7.80,27.77,0.2598,0,0,0,0,1
11,EB,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,8.90,4.30,30.60,0.0000,0,0,0,0,1
12,ED,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,6.80,3.90,28.01,0.6149,0,0,0,0,1
13,EK,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.10,0.10,27.66,0.5815,0,0,0,0,1
14,EN,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,4.50,2.20,28.97,0.0000,0,0,0,0,1
15,GO,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,24.34,0.1387,0,0,0,0,1
16,IM,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,17.50,5.30,28.50,0.0000,0,0,0,0,1
17,JI,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,22.74,0.2199,1,0,0,0,1
18,KD,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,24.37,0.1387,0,0,0,0,1
19,KN,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,22.17,0.1387,0,0,0,0,1
20,KT,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,21.91,0.0000,1,0,0,0,1
21,KE,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,26.87,0.2776,1,0,0,0,1
22,KO,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.20,30.30,0.3040,0,0,0,0,1
23,KW,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,29.13,0.0000,0,0,0,0,1
24,LA,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,3.30,1.40,28.20,0.1909,0,0,0,0,1
25,NA,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.20,0.00,28.37,0.0000,0,0,0,0,1
26,NI,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,29.03,0.4610,0,0,0,0,1
27,OG,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,2.90,2.00,27.59,0.0521,0,0,0,0,1
28,ON,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.50,0.00,27.19,0.2598,0,0,0,0,1
29,OS,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.90,0.10,27.10,0.1387,0,0,0,0,1
30,OY,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.20,0.20,28.20,0.1043,0,0,0,0,1
31,PL,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.10,28.13,0.9479,0,0,0,0,1
32,RI,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,33.10,9.10,27.39,0.4083,0,0,0,0,1
33,SO,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,25.87,0.0000,1,0,0,0,1
34,TA,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.60,0.00,29.84,0.0000,1,0,0,0,1
35,YO,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,23.06,0.0000,1,0,0,0,1
36,ZA,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,25.14,0.0000,0,0,0,0,1
37,FC,2017,6,2017-02-06,0,0,0,0.00,0.00,0.0000,0.00,0.00,27.93,0.0000,0,0,0,0,1
1,AB,2017,7,2017-02-13,0,0,0,0.00,0.00,0.0000,1.70,3.40,30.00,0.0000,0,0,0,0,1
2,AD,2017,7,2017-02-13,0,0,0,0.00,0.00,0.0000,0.00,0.00,28.73,0.2776,1,0,0,0,1
3,AK,2017,7,2017-02-13,0,0,0,0.00,0.00,0.0000,5.80,3.30,28.56,0.1909,0,0,0,0,1
4,AN,2017,7,2017-02-13,0,0,0,0.00,0.00,0.0000,1.00,0.70,30.86,0.0000,0,0,0,0,1
5,BA,2017,7,2017-02-13,0,0,0,0.00,0.00,0.0000,0.00,0.00,23.44,0.2776,0,0,0,0,1
6,BY,2017,7,2017-02-13,0,0,0,0.00,0.00,0.0000,38.30,32.20,27.29,0.4387,0,0,0,0,1
7,BE,2017,7,2017-02-13,0,0,0,0.00,0.00,0.0000,0.00,0.00,29.54,0.1387,0,0,0,0,1
8,BO,2017,7,2017-02-13,0,0,0,0.00,0.00,0.0000,0.00,0.00,24.24,0.4163,1,0,0,0,1
9,CR,2017,7,2017-02-13,0,0,0,0.00,0.00,0.0000,9.30,9.50,28.44,0.1043,1,0,0,0,1
